Id	Vendor/Payee	Date	Amount	Fund	Account	Department	Program
202012019623	American Express	06/30/2020	$1.57	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202012022419	American Express	06/30/2020	$4.17	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Research
202012021502	American Express	06/30/2020	$0.47	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202012019928	American Express	06/30/2020	$-11.83	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202012019638	American Express	06/30/2020	$2.15	Departmentally Generated PSA Funds	Bank Fees	Horse Farm	Public Service
202012019925	American Express	06/30/2020	$4.33	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202012017586	American Express	06/17/2020	$-0.01	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202012017575	American Express	06/17/2020	$-3.23	Departmentally Generated PSA Funds	Bank Fees	4 - H Youth Development	Public Service
202012015041	American Express	06/30/2020	$2.47	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202012017589	American Express	06/17/2020	$14.19	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202012017591	American Express	06/17/2020	$-12.90	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202003025507	American Express	09/09/2019	$1.15	Donor Restricted Funds	Bank Fees	Alumni Relations	Institutional Support
202003022597	American Express	09/09/2019	$4.66	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
202003006040	American Express	09/09/2019	$19.93	Auxillary Funds	Bank Fees	Spirit Support Groups	Auxillary Enterprises
202003027484	American Express	09/09/2019	$55.19	Auxillary Funds	Bank Fees	Network Services & Telecomm	Auxillary Enterprises
202003023675	American Express	09/09/2019	$643.88	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202003006039	American Express	09/09/2019	$1.08	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202003022101	American Express	09/09/2019	$22,218.06	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202003025503	American Express	09/09/2019	$50.30	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202003025502	American Express	09/09/2019	$1,129.31	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202003022599	American Express	09/09/2019	$60.31	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202003025506	American Express	09/09/2019	$30.26	Auxillary Funds	Bank Fees	Food Services - Meal Plans	Auxillary Enterprises
202003006050	American Express	09/09/2019	$159.99	Non-State Approp - Student Activities and Organizations	Bank Fees	Brooks Center	Instruction
202003015169	American Express	09/09/2019	$0.60	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Leisure Skills	Instruction
202003025505	American Express	09/09/2019	$0.99	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	University Testing & Ed Center	Student Services
202003024747	American Express	09/09/2019	$8.05	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CAFLS Asso Dean for Aca Affair	Academic Support
202003015168	American Express	09/09/2019	$1.24	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Animal & Veterinary Sciences	Instruction
202003022596	American Express	09/09/2019	$65.76	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202003015167	American Express	09/09/2019	$76.82	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202003015171	American Express	09/09/2019	$300.65	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202003015170	American Express	09/09/2019	$0.04	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202003024729	American Express	09/09/2019	$49.78	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202003023888	American Express	09/09/2019	$117.18	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Architecture	Instruction
202003006053	American Express	09/09/2019	$91.58	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Nursing	Instruction
202003006051	American Express	09/09/2019	$36.55	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202003006049	American Express	09/09/2019	$22.57	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Construction Science and Mgmt	Research
202003006043	American Express	09/09/2019	$0.84	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Animal & Veterinary Sciences	Instruction
202003006046	American Express	09/09/2019	$6.17	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Food, Nutrition & Package Sci	Instruction
202003006052	American Express	09/09/2019	$15.89	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202003025400	American Express	09/09/2019	$445.48	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202003027483	American Express	09/09/2019	$29.02	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Graphic Communications	Instruction
202003023889	American Express	09/09/2019	$48.59	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202003006054	American Express	09/09/2019	$2.15	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Mechanical Engineering	Instruction
202003023887	American Express	09/09/2019	$18.27	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Sonoco Inst Pkg Design & Graph	Research
202003023891	American Express	09/09/2019	$20.38	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202003027482	American Express	09/09/2019	$0.54	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Center for Corporate Learning	Instruction
202003023674	American Express	09/09/2019	$139.75	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202003027485	American Express	09/09/2019	$119.25	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Student Transitions & Family	Student Services
202003023890	American Express	09/09/2019	$1.08	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Instruction
202003022598	American Express	09/09/2019	$1.38	Non-State Approp - University Generated Funds	Bank Fees	Honors Programs	Academic Support
202003022600	American Express	09/09/2019	$21.50	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202003025504	American Express	09/09/2019	$0.54	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202003015166	American Express	09/09/2019	$2,392.15	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202003022595	American Express	09/09/2019	$405.70	Non-State Approp - University Generated Funds	Bank Fees	Michelin Career Center	Student Services
202003027490	American Express	09/09/2019	$17.81	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202003006038	American Express	09/09/2019	$15.06	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202003025508	American Express	09/09/2019	$18.35	Non-State Approp - University Generated Funds	Bank Fees	Marketing & Creative Services	Institutional Support
202003027489	American Express	09/09/2019	$1.61	State Appropriations and Generated Funds	Other Services	Research Farm Services	Research
202003022104	American Express	09/09/2019	$5.81	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202003022103	American Express	09/09/2019	$5.41	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202003025501	American Express	09/09/2019	$10.88	Departmentally Generated PSA Funds	Bank Fees	Plant Industry	Public Service
202003006047	American Express	09/09/2019	$19.57	Departmentally Generated PSA Funds	Bank Fees	Horse Farm	Public Service
202003006044	American Express	09/09/2019	$76.44	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202003006045	American Express	09/09/2019	$41.49	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Public Service
202003006041	American Express	09/09/2019	$1.51	Departmentally Generated PSA Funds	Bank Fees	Kershaw	Public Service
202003006869	American Express	09/09/2019	$0.86	Departmentally Generated PSA Funds	Bank Fees	4 - H Youth Development	Public Service
202003022104	American Express	09/09/2019	$5.81	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202003022103	American Express	09/09/2019	$5.41	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202003025501	American Express	09/09/2019	$10.88	Departmentally Generated PSA Funds	Bank Fees	Plant Industry	Public Service
202003006926	American Express	09/09/2019	$26.44	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202003006930	American Express	09/09/2019	$5.50	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202003006929	American Express	09/09/2019	$1.75	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202003006927	American Express	09/09/2019	$7.08	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202003006042	American Express	09/09/2019	$0.94	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Research
202003006928	American Express	09/09/2019	$13.11	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202003022102	American Express	09/09/2019	$0.65	Departmentally Generated PSA Funds	Bank Fees	Horry	Public Service
202004020136	American Express	10/03/2019	$2.17	Donor Restricted Funds	Bank Fees	Student Bands	Public Service
202004009699	American Express	10/03/2019	$30.35	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202004018070	American Express	10/03/2019	$5,141.15	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202004009328	American Express	10/03/2019	$461.34	Auxillary Funds	Bank Fees	Food Services - Meal Plans	Auxillary Enterprises
202004016219	American Express	10/03/2019	$2,240.00	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202004016216	American Express	10/03/2019	$1,075.96	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202004009326	American Express	10/03/2019	$3.23	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
202004028394	American Express	10/03/2019	$12.81	Auxillary Funds	Bank Fees	Spirit Support Groups	Auxillary Enterprises
202004016223	American Express	10/03/2019	$39.40	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202004009331	American Express	10/03/2019	$0.75	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202004016217	American Express	10/03/2019	$1.51	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202004016220	American Express	10/03/2019	$0.64	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Affairs Publications	Student Services
202004020135	American Express	10/03/2019	$141.78	Non-State Approp - Student Activities and Organizations	Bank Fees	Brooks Center	Instruction
202004004652	American Express	10/03/2019	$8.13	Non-State Approp - Student Activities and Organizations	Bank Fees	Chemistry	Student Services
202004004650	American Express	10/03/2019	$38.37	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Nursing	Instruction
202004004651	American Express	10/03/2019	$129.00	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	COMSET	Instruction
202004004653	American Express	10/03/2019	$1.08	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Center for Corporate Learning	Instruction
202004004655	American Express	10/03/2019	$12.90	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CCIT CITI	Research
202004004649	American Express	10/03/2019	$80.45	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202004004647	American Express	10/03/2019	$38.90	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Education & Human Dev	Instruction
202004004654	American Express	10/03/2019	$32.25	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	MBA Programs	Instruction
202004018079	American Express	10/03/2019	$50.31	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Sonoco Inst Pkg Design & Graph	Research
202004018076	American Express	10/03/2019	$6.44	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CAFLS Asso Dean for Aca Affair	Academic Support
202004018072	American Express	10/03/2019	$16.60	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Inst on Fmly & Nhd Life (IFNL)	Public Service
202004018081	American Express	10/03/2019	$38.71	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Architecture	Instruction
202004018073	American Express	10/03/2019	$50.38	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202004018078	American Express	10/03/2019	$5.88	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Animal & Veterinary Sciences	Instruction
202004024688	American Express	10/03/2019	$9.68	Non-State Approp - Departmentally Generated E&G Funds	Other Services	T3S	Research
202004024687	American Express	10/03/2019	$0.47	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Leisure Skills	Instruction
202004020140	American Express	10/03/2019	$0.16	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202004020133	American Express	10/03/2019	$33.86	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Nieri Dept of Const Sci & Mgt	Research
202004004648	American Express	10/03/2019	$1.08	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Instruction
202004011073	American Express	10/03/2019	$40.99	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202004011030	American Express	10/03/2019	$13.76	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Biological Sciences	Instruction
202004021600	American Express	10/03/2019	$3.01	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Art	Instruction
202004020139	American Express	10/03/2019	$6.88	Non-State Approp - Departmentally Generated E&G Funds	Other Services	CCIT Customer Support Services	Academic Support
202004020141	American Express	10/03/2019	$203.75	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202004020138	American Express	10/03/2019	$49.25	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202004009301	American Express	10/03/2019	$560.78	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202004005921	American Express	10/03/2019	$12.86	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Food, Nutrition & Package Sci	Instruction
202004020134	American Express	10/03/2019	$8.12	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Performing Arts	Instruction
202004016214	American Express	10/03/2019	$25.70	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Graphic Communications	Instruction
202004016215	American Express	10/03/2019	$2.58	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Small Business Development Ctr	Public Service
202004016213	American Express	10/03/2019	$7.23	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202004016218	American Express	10/03/2019	$86.14	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Student Transitions & Family	Student Services
202004016221	American Express	10/03/2019	$0.44	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	University Testing & Ed Center	Student Services
202004020142	American Express	10/03/2019	$1.74	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202004016222	American Express	10/03/2019	$0.22	Non-State Approp - University Generated Funds	Bank Fees	Payroll	Institutional Support
202004009327	American Express	10/03/2019	$10.75	Non-State Approp - University Generated Funds	Bank Fees	Clemson Online	Instruction
202004009329	American Express	10/03/2019	$16.33	Non-State Approp - University Generated Funds	Bank Fees	Marketing & Creative Services	Institutional Support
202004009330	American Express	10/03/2019	$8.60	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202004016224	American Express	10/03/2019	$-58.15	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202004009700	American Express	10/03/2019	$21.18	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202004009698	American Express	10/03/2019	$507.74	Non-State Approp - University Generated Funds	Bank Fees	Michelin Career Center	Student Services
202004011072	American Express	10/03/2019	$1,472.88	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202004020137	American Express	10/03/2019	$0.43	State Appropriations and Generated Funds	Other Services	Research Farm Services	Research
202004011028	American Express	10/03/2019	$4.20	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202004028395	American Express	10/03/2019	$93.06	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202004028398	American Express	10/03/2019	$3.04	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202004005624	American Express	10/03/2019	$0.87	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202004005920	American Express	10/03/2019	$43.75	Departmentally Generated PSA Funds	Bank Fees	Food, Nutrition & Package Sci	Public Service
202004005625	American Express	10/03/2019	$3.45	Departmentally Generated PSA Funds	Bank Fees	Kershaw	Public Service
202004005626	American Express	10/03/2019	$35.60	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202004005627	American Express	10/03/2019	$17.41	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202004018074	American Express	10/03/2019	$0.97	Departmentally Generated PSA Funds	Bank Fees	Richland	Public Service
202004018080	American Express	10/03/2019	$12.90	Departmentally Generated PSA Funds	Bank Fees	Horse Farm	Public Service
202004018077	American Express	10/03/2019	$32.26	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Public Service
202004018075	American Express	10/03/2019	$0.67	Departmentally Generated PSA Funds	Bank Fees	Horry	Public Service
202004028399	American Express	10/03/2019	$3.88	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202004028396	American Express	10/03/2019	$3.55	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202004011029	American Express	10/03/2019	$59.45	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202004018071	American Express	10/03/2019	$0.86	Departmentally Generated PSA Funds	Bank Fees	4 - H Youth Development	Public Service
202004028397	American Express	10/03/2019	$8.53	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202005023641	American Express	11/20/2019	$1.38	Donor Restricted Funds	Bank Fees	Alumni Relations	Institutional Support
202005026287	American Express	11/20/2019	$15.48	Donor Restricted Funds	Bank Fees	Student Bands	Public Service
202005014540	American Express	11/20/2019	$273.38	Auxillary Funds	Bank Fees	Food Services - Meal Plans	Auxillary Enterprises
202005023643	American Express	11/20/2019	$1,905.20	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202005014543	American Express	11/20/2019	$2.56	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202005023636	American Express	11/20/2019	$413.96	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202005023644	American Express	11/20/2019	$27.62	Auxillary Funds	Bank Fees	Spirit Support Groups	Auxillary Enterprises
202005014536	American Express	11/20/2019	$77.37	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202005014532	American Express	11/20/2019	$108.53	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202005014539	American Express	11/20/2019	$11.81	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202005026286	American Express	11/20/2019	$64.80	Non-State Approp - Student Activities and Organizations	Bank Fees	Brooks Center	Instruction
202005022853	American Express	11/20/2019	$2.38	Non-State Approp - Student Activities and Organizations	Bank Fees	Chemistry	Student Services
202005023638	American Express	11/20/2019	$13.38	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Affairs Publications	Student Services
202005023633	American Express	11/20/2019	$75.25	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202005014533	American Express	11/20/2019	$52.67	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202005023634	American Express	11/20/2019	$24.09	Non-State Approp - Student Activities and Organizations	Bank Fees	Student Organizations	Student Services
202005022852	American Express	11/20/2019	$94.07	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	COMSET	Instruction
202005022851	American Express	11/20/2019	$61.13	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	JFSC - Community Outreach	Public Service
202005022840	American Express	11/20/2019	$3.24	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CAFLS Asso Dean for Aca Affair	Academic Support
202005022850	American Express	11/20/2019	$18.02	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Osher Lifelong Learning Inst	Instruction
202005022848	American Express	11/20/2019	$6.99	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Art	Instruction
202005022847	American Express	11/20/2019	$27.41	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Nieri Dept of Const Sci & Mgt	Research
202005022846	American Express	11/20/2019	$64.63	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	School of Architecture	Instruction
202005022845	American Express	11/20/2019	$5.91	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	CU EPIC	Research
202005022843	American Express	11/20/2019	$187.16	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Sonoco Inst Pkg Design & Graph	Research
202005022849	American Express	11/20/2019	$1.94	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Instruction
202005008991	American Express	11/20/2019	$101.45	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Madren Center	Public Service
202005008986	American Express	11/20/2019	$2.94	Non-State Approp - Departmentally Generated E&G Funds	Other Services	CCIT Customer Support Services	Academic Support
202005008987	American Express	11/20/2019	$0.31	Non-State Approp - Departmentally Generated E&G Funds	Other Services	University Libraries	Academic Support
202005014534	American Express	11/20/2019	$-6.77	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Student Transitions & Family	Student Services
202005008988	American Express	11/20/2019	$47.39	Non-State Approp - Departmentally Generated E&G Funds	Other Services	Campus Recreation	Student Services
202005022841	American Express	11/20/2019	$15.80	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Biological Sciences	Instruction
202005023637	American Express	11/20/2019	$278.13	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	TigerOne Card Services	Student Services
202005023635	American Express	11/20/2019	$20.97	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Office of Student Conduct	Student Services
202005023639	American Express	11/20/2019	$0.84	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Gantt Multicultural Center	Student Services
202005023646	American Express	11/20/2019	$46.31	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Youth Learning Institute	Public Service
202005022842	American Express	11/20/2019	$18.41	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Food, Nutrition & Package Sci	Instruction
202005026289	American Express	11/20/2019	$3.23	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Political Science	Instruction
202005022855	American Express	11/20/2019	$33.33	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Graphic Communications	Instruction
202005022854	American Express	11/20/2019	$140.29	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Center for Corporate Learning	Instruction
202005026021	American Express	11/20/2019	$45.51	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Outdoor Laboratory	Public Service
202005014538	American Express	11/20/2019	$3.12	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Student Accessibility Services	Student Services
202005026288	American Express	11/20/2019	$8.04	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Parks Recreation & Tourism Mgt	Public Service
202005026284	American Express	11/20/2019	$1.51	Non-State Approp - Departmentally Generated E&G Funds	Bank Fees	Ctr for Electronic & Digital	Instruction
202005011401	American Express	11/20/2019	$0.97	Non-State Approp - Departmentally Generated E&G Funds	Other Services	PRTM Leisure Skills	Instruction
202005008990	American Express	11/20/2019	$911.99	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202005023640	American Express	11/20/2019	$17.20	Non-State Approp - University Generated Funds	Bank Fees	Charles H. Houston Center	Research
202005014542	American Express	11/20/2019	$8.60	Non-State Approp - University Generated Funds	Bank Fees	Office of Global Engagement	Academic Support
202005014541	American Express	11/20/2019	$40.11	Non-State Approp - University Generated Funds	Bank Fees	Marketing & Creative Services	Institutional Support
202005014537	American Express	11/20/2019	$34.41	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202005008990	American Express	11/20/2019	$911.99	Non-State Approp - University Generated Funds	Other Services	Miscellaneous Institutional	Institutional Support
202005008989	American Express	11/20/2019	$12.81	Non-State Approp - University Generated Funds	Other Services	Records / Registration	Student Services
202005014535	American Express	11/20/2019	$278.43	Non-State Approp - University Generated Funds	Bank Fees	Michelin Career Center	Student Services
202005014537	American Express	11/20/2019	$34.41	Non-State Approp - University Generated Funds	Bank Fees	Campus Activities and Events	Student Services
202005026020	American Express	11/20/2019	$0.83	State Appropriations and Generated Funds	Other Services	Research Farm Services	Research
202005022844	American Express	11/20/2019	$12.90	Departmentally Generated PSA Funds	Bank Fees	Horse Farm	Public Service
202005014544	American Express	11/20/2019	$1.72	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202005022837	American Express	11/20/2019	$54.18	Departmentally Generated PSA Funds	Bank Fees	Richland	Public Service
202005014549	American Express	11/20/2019	$12.80	Departmentally Generated PSA Funds	Bank Fees	Plant Industry	Public Service
202005014550	American Express	11/20/2019	$2.57	Departmentally Generated PSA Funds	Bank Fees	RPSP Labs	Public Service
202005023447	American Express	11/20/2019	$69.35	Departmentally Generated PSA Funds	Bank Fees	Plant & Environmental Sciences	Public Service
202005022838	American Express	11/20/2019	$11.14	Departmentally Generated PSA Funds	Bank Fees	Charleston	Public Service
202005023647	American Express	11/20/2019	$4.11	Departmentally Generated PSA Funds	Bank Fees	Pesticide Regulation	Public Service
202005023445	American Express	11/20/2019	$0.43	Departmentally Generated PSA Funds	Bank Fees	Orangeburg	Public Service
202005014548	American Express	11/20/2019	$0.96	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202005023448	American Express	11/20/2019	$43.20	Departmentally Generated PSA Funds	Bank Fees	Agricultural Sciences	Public Service
202005023645	American Express	11/20/2019	$4.31	Departmentally Generated PSA Funds	Bank Fees	PSA Publishing	Public Service
202005014546	American Express	11/20/2019	$0.75	Departmentally Generated PSA Funds	Bank Fees	Extension Staff Development	Public Service
202005023446	American Express	11/20/2019	$98.80	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202005022839	American Express	11/20/2019	$2.90	Departmentally Generated PSA Funds	Bank Fees	Field Operations	Public Service
202005014547	American Express	11/20/2019	$66.53	Departmentally Generated PSA Funds	Bank Fees	SC Botanical Garden	Public Service
202005014545	American Express	11/20/2019	$9.70	Departmentally Generated PSA Funds	Bank Fees	Cooperative Extension Services	Public Service
202006017919	American Express	12/10/2019	$4.03	Donor Restricted Funds	Bank Fees	Student Bands	Public Service
202006017926	American Express	12/10/2019	$3,709.78	Auxillary Funds	Bank Fees	Ticket Office	Auxillary Enterprises
202006009281	American Express	12/10/2019	$65.07	Auxillary Funds	Bank Fees	Business Services	Auxillary Enterprises
202006007502	American Express	12/10/2019	$1.10	Auxillary Funds	Bank Fees	Football Camp	Auxillary Enterprises
202006017927	American Express	12/10/2019	$43.49	Auxillary Funds	Bank Fees	Spirit Support Groups	Auxillary Enterprises
202006017930	American Express	12/10/2019	$79.10	Auxillary Funds	Bank Fees	CCIT Customer Support Services	Auxillary Enterprises
202006007509	American Express	12/10/2019	$72.73	Auxillary Funds	Bank Fees	Student Health Center	Student Services
202006017934	American Express	12/10/2019	$328.01	Auxillary Funds	Bank Fees	Parking Services	Auxillary Enterprises
202006017905	American Express	12/10/2019	$193.30	Auxillary Funds	Bank Fees	Food Services - Meal Plans	Auxillary Enterprises
202006009280	American Express	12/10/2019	$9.68	Auxillary Funds	Bank Fees	University Housing	Auxillary Enterprises
